#
#   VizieR Astronomical Server vizier.u-strasbg.fr 	2012-05-21T08:21:19 [V1.88 (30-Jan-2012)]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#INFO	votable-version=1.88 (30-Jan-2012)	
#INFO	-ref=VIZ4fb9f6df6278	
#INFO	-out.max=9999	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:II/144&cat:II/145&cat:V/53A&tab:{V/53A/catalog}&cat:VII/103&cat:J/A+A/341/553&cat:J/A+A/442/381&cat:J/A+A/451/835&cat:J/A+A/466/917&cat:J/A+A/486/505&cat:J/A+AS/93/373&cat:J/A+AS/102/89&cat:J/A+AS/104/9&cat:J/A+AS/106/257&cat:J/AJ/75/167&cat:J/AJ/126/1996&cat:J/ApJ/469/629&cat:J/ApJS/199/23&key:source=brightest+star&HTTPPRM:&-ref=VIZ4fb9f6df6278&-out.max=9999&-out.form=ascii table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-out.src=V/53A/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Flamsteed&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-out=nComp&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/53A/catalog
#-source=V/53A/catalog
#-order=I
#-out=HR
#-out=n_HR
#-out=Flamsteed
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=nComp
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Coosys	B2000:	eq_FK4 B2000
#Coosys	J2000:	eq_FK5 J2000
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=ID_MAIN]
#Column	n_HR	(A1)	indicates that name(s) exist for this star in the file "\begin{tex}\vFile{V/53A/./names.dat}{names.dat}\end{tex}" {\em(indique l'existence de nom(s) usuels)}	[ucd=DATA_LINK]
#Column	Flamsteed	(I3)	? Flamsteed number	[ucd=ID_ALTERNATIVE]
#Column	Const	(A3)	\W{const}{/vizier/VizieR/constellations.htx}{Constellation Name} (3 characters)	[ucd=ID_CONSTEL]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=POS_EC_LON]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=POS_EC_LAT]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=PHYS_DISTANCE_TRUE]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=PHOT_JHN_V]
#Column	SpType	(a19)	MK Spectral Type	[ucd=SPECT_TYPE_MK]
#Column	nComp	(I2)	[1/13]? Number of visual components (nombre de composantes visuelles)	[ucd=NUMBER]
_RAJ2000;_DEJ2000;HR;n_HR;Flamsteed;Const;RA2000;DE2000;ELON;ELAT;Dist;Vmag;SpType;nComp
114.7056;-26.8019;2948; ;   ;   ;07 38 49.3;-26 48 07;123.45;-47.41;  465; 4.50;B6V                ; 3
114.7073;-26.8036;2949; ;   ;   ;07 38 49.7;-26 48 13;123.46;-47.41;  465; 4.62;B5IVn              ; 3
115.0965;-15.2636;2959; ;   ;   ;07 40 23.1;-15 15 49;120.42;-36.09;  801; 4.96;K3II               ;
114.8640;-38.3083;2961; ;   ;   ;07 39 27.3;-38 18 30;129.06;-58.42;  651; 4.85;B2.5V              ;
115.3119; -9.5511;2970; ; 26;Mon;07 41 14.8;-09 33 04;119.28;-30.45;  148; 3.93;K0III              ;
115.8281;+28.8834;2973; ; 75;Gem;07 43 18.7;+28 53 00;112.63;  7.45;  125; 4.29;K1III              ; 2
116.1119;+24.3981;2985; ; 77;Gem;07 44 26.8;+24 23 53;113.67;  3.08;  148; 3.57;G8IIIa             ; 2
116.3290;+28.0261;2990;*; 78;Gem;07 45 18.9;+28 01 34;113.22;  6.68;   33; 1.14;K0IIIb             ; 7
115.8848;-28.4111;2993; ;  1;Pup;07 43 32.3;-28 24 40;125.58;-48.70; 1783; 4.59;K3Ib               ; 2
115.9519;-28.9550;2996; ;  3;Pup;07 43 48.4;-28 57 18;125.88;-49.21;  624; 3.95;A2Iabe             ;
116.5311;+18.5100;3003; ; 81;Gem;07 46 07.4;+18 30 36;115.09; -2.65;  362; 4.87;K5III              ; 2
116.3135;-37.9686;3017; ;   ;   ;07 45 15.2;-37 58 07;130.89;-57.73;  331; 3.61;K2.5Ib-II          ;
115.4554;-72.6061;3024; ;   ;Vol;07 41 49.3;-72 36 22;225.76;-79.39;  135; 3.95;K0III              ; 2
117.0215;-25.9372;3034; ;   ;Pup;07 48 05.1;-25 56 14;126.06;-46.05; 1095; 4.49;B0V:pe:            ; 2
117.3236;-24.8597;3045; ;  7;Pup;07 49 17.6;-24 51 35;126.04;-44.94;  801; 3.30;G3Ib               ; 2
117.0844;-47.0778;3046; ;   ;   ;07 48 20.2;-47 04 40;139.48;-65.93;  232; 4.71;K0III              ;
117.3098;-46.3733;3055; ;   ;   ;07 49 14.3;-46 22 24;139.07;-65.23; 1824; 4.11;B0III              ; 2
118.3740;+26.7659;3067; ; 83;Gem;07 53 29.7;+26 45 57;115.24;  5.78;  271; 4.98;A3V                ;
118.0544;-40.5758;3080; ;   ;   ;07 52 13.0;-40 34 33;135.08;-59.70;  362; 3.73;K1-2II+a           ;
118.1610;-38.8631;3084; ;   ;   ;07 52 38.6;-38 51 47;134.02;-58.08;  551; 4.49;B2.5V              ;
118.2656;-49.6131;3089; ;   ;   ;07 53 03.7;-49 36 47;144.28;-67.80;  744; 4.63;B1.5Vp             ;
118.3260;-48.1031;3090; ;   ;   ;07 53 18.2;-48 06 11;142.49;-66.46; 2877; 4.24;B0.5Ib             ;
119.2148;-22.8803;3102; ; 11;Pup;07 56 51.5;-22 52 49;127.64;-42.58;  543; 4.20;F7II               ;
119.4173;-30.3345;3113; ;   ;   ;07 57 40.1;-30 20 04;130.93;-49.68;  123; 4.79;A2Vv               ;
119.1948;-52.9822;3117; ;   ;Car;07 56 46.7;-52 58 56;150.73;-70.33;  407; 3.47;B3IVp              ;
119.9340; -3.6797;3122; ; 27;Mon;07 59 44.1;-03 40 47;122.96;-23.76;  250; 4.93;K2III              ;
119.5598;-49.2450;3129; ;   ;   ;07 58 14.3;-49 14 42;145.70;-67.06; 1463; 4.41;B1Vp+B3IV:         ; 5
119.9669;-18.3994;3131; ;   ;   ;07 59 52.0;-18 23 58;127.01;-38.07;  250; 4.61;A2Vn               ;
120.3052; -1.3925;3141; ; 28;Mon;08 01 13.2;-01 23 33;122.82;-21.45;  543; 4.67;K4III              ;
120.5665; +2.3345;3145; ;   ;   ;08 02 15.9;+02 20 04;122.24;-17.75;  271; 4.38;K2III              ; 2
120.8794;+27.7942;3149; ;   ;Gem;08 03 31.0;+27 47 39;117.24;  7.23;  271; 4.94;K2III              ; 3
120.0835;-63.5675;3159; ;   ;   ;08 00 20.0;-63 34 03;180.72;-77.11;  543; 4.82;B3V                ;
120.8960;-40.0031;3165;*;   ;Pup;08 03 35.0;-40 00 11;138.55;-58.35; 1334; 2.25;O5Iaf              ;
122.1143;+51.5067;3173; ; 27;Lyn;08 08 27.4;+51 30 24;112.60; 30.56;  232; 4.84;A2V                ; 3
121.8861;-24.3042;3185; ; 15;Pup;08 07 32.6;-24 18 15;131.39;-43.27;   63; 2.81;F6IIpdeltaDel      ; 2
122.1486; -2.9839;3188; ; 29;Mon;08 08 35.6;-02 59 02;125.14;-22.59;  878; 4.33;G2Ib               ; 4
122.2565;-19.2450;3192; ; 16;Pup;08 09 01.5;-19 14 42;129.96;-38.32;  543; 4.40;B5IV               ;
122.3719;-47.3456;3206; ;   ;Vel;08 09 29.2;-47 20 44;147.34;-64.48; 1280; 4.27;B1IV               ; 5
122.3831;-47.3367;3207; ;   ;Vel;08 09 31.9;-47 20 12;147.35;-64.46; 1195; 1.83;WC8+O7.5e          ; 5
122.8177;-12.9269;3211; ; 19;Pup;08 11 16.2;-12 55 37;128.57;-32.08;  191; 4.72;G9III-IIIb         ; 5
122.2531;-61.3020;3220; ;   ;   ;08 09 00.7;-61 18 07;174.72;-75.09;   70; 4.76;F5V                ;
121.9830;-68.6172;3223; ;   ;Vol;08 07 55.9;-68 37 02;204.17;-77.78;  469; 4.35;B6IV               ; 2
122.8398;-39.6186;3225; ;   ;   ;08 11 21.5;-39 37 07;140.84;-57.40; 1672; 4.42;K3Ib               ;
122.8581;-42.9872;3226; ;   ;   ;08 11 25.9;-42 59 14;143.60;-60.46; 2265; 4.75;A5Ib               ; 2
123.3331;-15.7883;3229; ; 20;Pup;08 13 19.9;-15 47 18;130.03;-34.71;  648; 5.01;G5II               ;
123.3731;-35.8997;3237; ;   ;   ;08 13 29.5;-35 53 59;139.00;-53.81; 1292; 4.77;B1.5IIIe           ;
123.5119;-40.3481;3243; ;   ;   ;08 14 02.8;-40 20 53;142.28;-57.86;  326; 4.44;K1II-III           ; 2
124.1290; +9.1856;3249; ; 17;Cnc;08 16 30.9;+09 11 08;124.26;-10.29;  296; 3.54;K4IIIBa0.5         ; 2
124.6390;-36.6595;3270; ;   ;   ;08 18 33.3;-36 39 34;141.09;-54.13;   93; 4.45;A7III              ;
125.7090;+43.1881;3275; ; 31;Lyn;08 22 50.1;+43 11 17;117.56; 23.11;  407; 4.25;K4.5III-IIIb       ;
125.3461;-33.0545;3282; ;   ;   ;08 21 23.0;-33 03 16;139.76;-50.57;  704; 4.83;K3II               ;
125.6314;-48.4903;3294; ;   ;   ;08 22 31.5;-48 29 25;153.04;-64.33; 1206; 4.82;B1V                ; 2
125.6285;-59.5095;3307; ;   ;Car;08 22 30.8;-59 30 34;173.13;-72.68;  150; 1.86;K3III+B2:V         ;
126.4152; -3.9064;3314; ;   ;   ;08 25 39.6;-03 54 23;129.85;-22.45;  125; 3.90;A0V                ;
124.6320;-76.9198;3318; ;   ;Cha;08 18 31.7;-76 55 11;239.30;-75.41;   63; 4.07;F5III              ;
127.5660;+60.7181;3323; ;  1;UMa;08 30 15.8;+60 43 05;113.00; 40.24;  191; 3.42;G5III              ; 4
125.1612;-77.4845;3340; ;   ;Cha;08 20 38.7;-77 29 04;241.07;-75.05;  155; 4.35;K1III              ; 2
126.4347;-66.1370;3347; ;   ;Vol;08 25 44.3;-66 08 13;195.17;-75.59;  108; 3.77;K1III              ;
127.3648;-44.7250;3359; ;   ;   ;08 29 27.5;-44 43 30;151.08;-60.49;  751; 4.99;B2IV               ; 2
130.0539;+64.3281;3403; ;  4;UMa;08 40 12.9;+64 19 41;112.81; 44.03;  271; 4.61;K1IIIbCN-0.5       ;
129.4140; +5.7036;3410; ;  4;Hya;08 37 39.3;+05 42 13;130.30;-12.39;  181; 4.17;A1Vnn              ; 2
128.8318;-58.0092;3414; ;   ;   ;08 35 19.6;-58 00 33;172.92;-70.44;  232; 4.86;K0III              ;
129.6894; +3.3414;3418; ;  5;Hya;08 38 45.4;+03 20 29;131.21;-14.60;  362; 4.43;K2III              ;
129.4110;-42.9892;3426; ;   ;   ;08 37 38.6;-42 59 21;151.97;-58.26;  723; 4.14;A6II               ;
130.0061;-12.4756;3431; ;  6;Hya;08 40 01.4;-12 28 32;136.28;-29.72;  465; 4.98;K4III              ;
129.9273;-29.5611;3433; ;   ;Pyx;08 39 42.5;-29 33 40;143.32;-45.89;  250; 4.89;G4III              ; 2
130.0261;-35.3081;3438; ;   ;Pyx;08 40 06.2;-35 18 29;146.80;-51.16;  407; 3.98;G7Ib-II            ; 2
130.4302;-15.9433;3441; ;  9;Hya;08 41 43.2;-15 56 36;137.96;-32.90;  217; 4.88;G9.5III            ; 2
130.1569;-46.6486;3445; ;   ;   ;08 40 37.6;-46 38 55;156.54;-61.15; 8521; 3.81;F3Ia               ; 2
130.0735;-52.9220;3447; ;   ;Vel;08 40 17.6;-52 55 19;164.73;-66.28;  543; 3.60;B3IV               ;
130.8215;+21.4684;3449; ; 43;Cnc;08 43 17.1;+21 28 06;127.54;  3.19;  163; 4.66;A1IV               ; 5
130.3044;-47.3170;3452; ;   ;   ;08 41 13.0;-47 19 01;157.47;-61.66; 1012; 4.77;A5II               ;
130.8061; +3.3986;3454; ;  7;Hya;08 43 13.4;+03 23 55;132.30;-14.25;  543; 4.30;B3V                ;
130.1543;-59.7611;3457; ;   ;   ;08 40 37.0;-59 45 40;178.32;-71.04;  911; 4.33;B1.5III            ; 2
130.9186; -7.2336;3459; ;   ;   ;08 43 40.4;-07 14 01;135.54;-24.44; 2265; 4.62;G1Ib               ; 3
131.1711;+18.1542;3461; ; 47;Cnc;08 44 41.0;+18 09 15;128.72;  0.08;  141; 3.94;K0III-IIIb         ; 2
130.6060;-53.1139;3467; ;   ;   ;08 42 25.4;-53 06 50;165.65;-66.22;  543; 4.86;B3IV               ; 4
130.8981;-33.1864;3468; ;   ;Pyx;08 43 35.5;-33 11 11;146.50;-48.92;  862; 3.68;B1.5III            ;
131.6744;+28.7600;3475; ; 48;Cnc;08 46 41.8;+28 45 36;126.35; 10.43;  326; 4.02;G7.5IIIaBa0.1      ; 2
131.0998;-42.6492;3477; ;   ;   ;08 44 23.9;-42 38 57;153.69;-57.36;  232; 4.07;G5III              ; 2
131.6940; +6.4189;3482; ; 11;Hya;08 46 46.5;+06 25 08;132.34;-11.10;  135; 3.38;G5III              ; 6
131.5940;-13.5478;3484; ; 12;Hya;08 46 22.5;-13 32 52;138.36;-30.27;  232; 4.32;G8IIIbCN-0.5       ; 2
131.1760;-54.7084;3485; ;   ;Vel;08 44 42.2;-54 42 30;168.95;-67.20;   81; 1.96;A1V                ; 4
131.5073;-46.0417;3487; ;   ;   ;08 46 01.7;-46 02 30;157.50;-60.14;  831; 3.91;A1III              ;
132.1082; +5.8378;3492; ; 13;Hya;08 48 25.9;+05 50 16;132.91;-11.55;  362; 4.37;A0Vn               ; 2
131.6781;-56.7698;3498; ;   ;   ;08 46 42.7;-56 46 11;173.30;-68.48;  448; 4.49;B3Vne              ;
132.6331;-27.7100;3518; ;   ;Pyx;08 50 31.9;-27 42 36;145.47;-43.29;  217; 4.01;K3III              ;
132.4490;-45.3078;3520; ;   ;   ;08 49 47.7;-45 18 28;157.84;-59.17;  221; 4.93;A2III              ;
133.8486; +5.9456;3547; ; 16;Hya;08 55 23.6;+05 56 44;134.58;-10.97;  155; 3.10;G9II-III           ;
133.8815;-27.6820;3556; ;   ;Pyx;08 55 31.5;-27 40 55;146.86;-42.85;  232; 4.89;A3IV               ; 2
134.8019;+48.0417;3569; ;  9;UMa;08 59 12.4;+48 02 30;122.80; 29.58;   47; 3.14;A7IV               ; 3
133.7618;-60.6445;3571; ;   ;   ;08 55 02.8;-60 38 40;183.69;-70.14;  326; 3.84;B8-9II             ; 2
134.6219;+11.8578;3572; ; 65;Cnc;08 58 29.2;+11 51 28;133.64; -5.08;  181; 4.26;A5m                ; 3
134.0810;-52.7236;3574; ;   ;   ;08 56 19.4;-52 43 25;168.90;-64.57;  407; 4.69;B5V                ; 2
135.6364;+67.6298;3576; ;  8;UMa;09 02 32.7;+67 37 47;113.97; 47.95;  296; 4.76;M3III-IIIbCa1      ;
135.1598;+41.7828;3579; ;   ;   ;09 00 38.3;+41 46 58;125.28; 23.71;   54; 3.97;F5V                ; 5
134.2431;-59.2295;3582; ;   ;   ;08 56 58.3;-59 13 46;180.89;-69.08;  804; 4.92;B2IV-V             ; 2
135.0227;-41.2539;3591; ;   ;   ;09 00 05.4;-41 15 14;157.04;-54.72;  203; 4.45;G8-K1III+A         ;
135.9065;+47.1567;3594; ; 12;UMa;09 03 37.5;+47 09 24;123.94; 28.98;  465; 3.60;A1Vn               ; 2
136.6323;+38.4523;3612; ;   ;   ;09 06 31.7;+38 27 08;127.54; 20.89; 1223; 4.58;G7Ib-II            ;
136.4932; +5.0922;3613; ; 18;Hya;09 05 58.3;+05 05 32;137.39;-11.03;  480; 4.89;K2II-III           ;
136.0385;-47.0978;3614; ;   ;   ;09 04 09.2;-47 05 52;163.82;-59.32;  326; 3.75;K2III              ;
135.6122;-66.3962;3615; ;   ;Vol;09 02 26.9;-66 23 46;200.59;-72.20;  125; 4.00;A2-3IVm            ;
137.5964;+67.1345;3616; ; 13;UMa;09 10 23.1;+67 08 04;115.30; 47.83;   67; 4.81;F6IV               ; 3
137.2177;+51.6045;3619; ; 15;UMa;09 08 52.2;+51 36 16;123.12; 33.45;   95; 4.48;Am                 ;
137.7293;+63.5137;3624; ; 14;UMa;09 10 55.0;+63 30 49;117.60; 44.58;  125; 4.67;Am                 ; 3
137.0119;-25.8583;3628; ;   ;Pyx;09 08 02.8;-25 51 30;149.39;-40.11;  543; 4.56;K4III              ; 2
136.9990;-43.4325;3634; ;   ;Vel;09 07 59.7;-43 25 57;161.19;-55.87;   67; 2.21;K4Ib-II            ; 2
136.4101;-70.5387;3642; ;   ;   ;09 05 38.4;-70 32 19;214.25;-73.03;  936; 4.57;B2IVe              ;
136.2888;-72.6028;3643; ;   ;   ;09 05 09.3;-72 36 10;221.32;-73.28;  465; 4.48;F9II               ;
137.7681;-44.8678;3654; ;   ;   ;09 11 04.3;-44 52 04;163.40;-56.80; 5232; 5.00;B5Ia               ;
137.7414;-58.9670;3659; ;   ;   ;09 10 57.9;-58 58 01;183.41;-67.53;  465; 3.45;B2IV-V             ;
139.0473;+54.0217;3662; ; 18;UMa;09 16 11.3;+54 01 18;123.31; 36.11;  120; 4.84;A5V                ;
137.8197;-62.3173;3663; ;   ;   ;09 11 16.7;-62 19 02;190.86;-69.48;  543; 3.98;B3III              ;
138.5911; +2.3142;3665; ; 22;Hya;09 14 21.8;+02 18 51;140.29;-13.05;  130; 3.88;B9.5V              ; 4
138.9031;-38.5700;3682; ;   ;   ;09 15 36.7;-38 34 12;159.22;-50.94;  232; 4.94;K0III              ;
138.9381;-37.4134;3684; ;   ;   ;09 15 45.1;-37 24 48;158.41;-49.90;  171; 4.62;F5III              ; 2
138.3005;-69.7173;3685; ;   ;Car;09 13 12.1;-69 43 02;211.97;-72.24;  112; 1.69;A2IV               ;
139.7111;+36.8025;3690; ; 38;Lyn;09 18 50.6;+36 48 09;130.57; 20.10;  125; 3.82;A3V                ; 4
139.0510;-57.5412;3696; ;   ;   ;09 16 12.2;-57 32 28;181.83;-66.07;  543; 4.34;M1III              ;
139.2727;-59.2753;3699; ;   ;Car;09 17 05.4;-59 16 31;185.33;-67.12;  827; 2.25;A8Ib               ;
140.2636;+34.3925;3705; ; 40;Lyn;09 21 03.2;+34 23 33;131.84; 17.96;  232; 3.14;K7IIIab            ;
139.9432;-11.9750;3706; ; 26;Hya;09 19 46.3;-11 58 30;146.53;-26.15;  326; 4.81;G8III              ; 2
140.1207; -9.5558;3709; ; 27;Hya;09 20 28.9;-09 33 21;145.81;-23.82;  250; 4.79;G8III-IV+F5V       ; 3
140.3736;-25.9656;3718; ;   ;Pyx;09 21 29.6;-25 57 56;153.06;-39.03;  543; 4.72;M1III              ;
140.2381;-62.4048;3728; ;   ;   ;09 20 57.1;-62 24 17;192.77;-68.59;  232; 4.81;G6III              ;
141.1636;+26.1823;3731; ;  1;Leo;09 24 39.2;+26 10 56;135.30; 10.43;  217; 4.46;K2III              ; 3
140.8007;-28.8339;3733; ;   ;Pyx;09 23 12.1;-28 50 02;155.03;-41.51;  191; 4.68;G8.5IIICN-1.5*     ;
140.5285;-55.0106;3734; ;   ;Vel;09 22 06.8;-55 00 38;178.89;-63.72;  543; 2.50;B2IV-V             ;
141.8969; -8.6586;3748;*; 30;Hya;09 27 35.2;-08 39 31;147.28;-22.38;  181; 1.97;K3II-III           ; 3
141.8265;-22.3439;3749; ;   ;   ;09 27 18.3;-22 20 38;152.83;-35.18;  181; 4.68;K3III              ;
144.2715;+81.3265;3751; ;   ;   ;09 37 05.2;+81 19 35;104.48; 60.69;  182; 4.30;K3III              ;
142.8822;+63.0620;3757; ; 23;UMa;09 31 31.7;+63 03 43;120.82; 45.17;   75; 3.67;F0IV               ; 3
142.2869; -2.7689;3759; ; 31;Hya;09 29 08.8;-02 46 08;145.58;-16.70;   56; 4.61;F6V                ; 2
142.3115;-35.9517;3765; ;   ;Ant;09 29 14.7;-35 57 06;161.00;-47.35;  354; 4.51;K3IIIa             ;
143.6201;+69.8303;3771; ; 24;UMa;09 34 28.8;+69 49 49;116.33; 51.25;  108; 4.57;G4III-IV           ;
142.9298;+22.9678;3773; ;  4;Leo;09 31 43.1;+22 58 04;137.87;  7.89;  362; 4.31;K5III              ;
143.2140;+51.6773;3775; ; 25;UMa;09 32 51.3;+51 40 38;127.26; 34.90;   44; 3.18;F6IV               ; 2
142.9865;+11.2997;3782; ;  5;Leo;09 31 56.7;+11 17 59;141.65; -3.16;  250; 4.97;K0III-IIIb         ; 2
142.6748;-40.4667;3786; ;   ;Vel;09 30 41.9;-40 28 00;164.74;-51.16;   61; 3.60;F3IV+F0IV          ; 2
142.9957; -1.1847;3787; ; 32;Hya;09 31 58.9;-01 11 05;145.74;-14.97;  465; 4.57;A3V                ;
143.7060;+52.0514;3799; ; 26;UMa;09 34 49.4;+52 03 05;127.43; 35.36;  271; 4.51;A2V                ;
143.5557;+36.3975;3800; ; 10;LMi;09 34 13.3;+36 23 51;133.82; 20.75;  181; 4.55;G8.5III            ;
142.8056;-57.0345;3803; ;   ;   ;09 31 13.3;-57 02 04;184.21;-64.24;  250; 3.13;K5III              ;
143.7661;+39.6214;3809; ;   ;   ;09 35 03.8;+39 37 17;132.78; 23.83;  232; 4.81;K0III              ;
143.6110;-59.2295;3825; ;   ;   ;09 34 26.6;-59 13 46;188.74;-65.37; 1280; 4.09;B5II               ;
144.3028; +6.8358;3827; ; 10;Leo;09 37 12.6;+06 50 09;144.32; -6.96;  232; 5.00;K1IIIv             ;
144.6136; +4.6492;3834; ;   ;   ;09 38 27.2;+04 38 57;145.34; -8.93;  296; 4.68;K3III              ;
144.2073;-49.3550;3836; ;   ;   ;09 36 49.7;-49 21 18;174.84;-57.96;  108; 4.35;A5IV-V             ; 2
144.9640; -1.1428;3845; ; 35;Hya;09 39 51.3;-01 08 34;147.64;-14.28;  296; 3.91;K2.5III-IIIbBa0.3  ;
145.2878; +9.8922;3852; ; 14;Leo;09 41 09.0;+09 53 32;144.25; -3.76;  135; 3.52;A5V+F6II           ; 3
144.8377;-61.3281;3856; ;   ;   ;09 39 21.0;-61 19 41;193.68;-66.19;  232; 4.53;B9IV-V             ;
145.3207;-23.5917;3858; ;   ;   ;09 41 16.9;-23 35 30;157.04;-35.07;  543; 4.76;B6Ve               ; 2
145.5602;-23.9156;3862; ;   ;   ;09 42 14.4;-23 54 56;157.45;-35.28;   48; 4.91;F9IV               ;
146.0507;-27.7695;3871; ;   ;Ant;09 44 12.1;-27 46 10;159.94;-38.61;  407; 4.79;A8V+F7II-III       ; 2
146.4627;+23.7742;3873; ; 17;Leo;09 45 51.0;+23 46 27;140.70;  9.72;  250; 2.98;G1II               ;
146.3118;-62.5078;3884; ;   ;   ;09 45 14.8;-62 30 28;197.07;-66.31; 2183; 3.69;G5Iab-Ib           ;
147.7473;+59.0387;3888; ; 29;UMa;09 50 59.3;+59 02 19;126.27; 42.65;  116; 3.81;F2IV               ; 2
146.7756;-65.0717;3890; ;   ;Car;09 47 06.1;-65 04 18;202.89;-67.50;  976; 2.96;A8Ib               ; 2
148.0265;+54.0642;3894; ; 30;UMa;09 52 06.3;+54 03 51;129.35; 38.26;  465; 4.60;A3IV               ; 2
147.8694;-14.8467;3903; ; 39;Hya;09 51 28.6;-14 50 48;155.69;-26.08;  296; 4.11;G7-III-IIIb        ;
148.1911;+26.0070;3905; ; 24;Leo;09 52 45.8;+26 00 25;141.43; 12.35;  135; 3.88;K2IIIbCN1Ca1Ba-1   ;
147.9198;-46.5478;3912; ;   ;   ;09 51 40.7;-46 32 52;175.45;-54.23; 1687; 4.58;G5Ib               ;
148.5511;-25.9320;3919; ;   ;   ;09 54 12.2;-25 55 55;161.51;-36.01;  362; 4.88;K3III              ;
148.7173;-19.0095;3923; ;   ;   ;09 54 52.1;-19 00 34;158.34;-29.61;  461; 4.94;M1III              ;
149.2156;-54.5678;3940; ;   ;Vel;09 56 51.7;-54 34 04;185.95;-59.95; 2244; 3.53;B5Ib               ; 2
150.0532; +8.0442;3950; ; 29;Leo;10 00 12.7;+08 02 39;149.31; -3.91;  543; 4.70;M2IIIab            ;
151.2811;-13.0647;3970; ; 40;Hya;10 05 07.4;-13 03 53;158.32;-23.18;  296; 4.59;B9III-IV           ;
151.8573;+35.2448;3974; ; 21;LMi;10 07 25.7;+35 14 41;141.01; 22.10;   93; 4.49;A7V                ;
151.8332;+16.7625;3975; ; 30;Leo;10 07 19.9;+16 45 45;147.91;  4.87; 1711; 3.41;A0Ib               ; 2
151.9761; +9.9975;3980; ; 31;Leo;10 07 54.2;+09 59 51;150.41; -1.42;  296; 4.38;K3.5IIIbFe-I       ; 2
151.9844; -0.3717;3981; ; 15;Sex;10 07 56.2;-00 22 18;154.12;-11.12;  296; 4.50;A0III              ;
152.0932;+11.9672;3982;*; 32;Leo;10 08 22.3;+11 58 02;149.83;  0.46;   77; 1.35;B7V                ; 4
152.2344;-51.8112;3990; ;   ;   ;10 08 56.2;-51 48 40;185.05;-56.69;  672; 4.87;B3IV               ;
152.6469;-12.3542;3994; ; 41;Hya;10 10 35.2;-12 21 15;159.37;-22.01;  116; 3.61;K0IIICN1           ; 3
153.6840;-42.1220;4023; ;   ;   ;10 14 44.1;-42 07 19;177.00;-48.26;  105; 3.85;A2V                ;
154.1723;+23.4173;4031; ; 36;Leo;10 16 41.3;+23 25 02;147.57; 11.86;  271; 3.41;F0III              ; 2
154.2740;+42.9145;4033; ; 33;UMa;10 17 05.7;+42 54 52;139.55; 29.89;  135; 3.45;A2IV               ;
153.4347;-70.0378;4037; ;   ;Car;10 13 44.3;-70 02 16;217.44;-67.38;  407; 3.33;B8IIIe             ;
154.2706;-61.3323;4050; ;   ;   ;10 17 04.9;-61 19 56;200.08;-62.60;  322; 3.40;K3IIa              ; 3
154.9340;+19.4709;4054; ; 40;Leo;10 19 44.1;+19 28 15;149.70;  8.45;   69; 4.80;F6IV               ;
154.9932;+19.8417;4057; ; 41;Leo;10 19 58.3;+19 50 30;149.61;  8.81;  130; 2.61;K1-IIIbCN-0.5      ; 4
154.9944;+19.8403;4058; ; 41;Leo;10 19 58.6;+19 50 25;149.62;  8.81;  130; 3.80;G7IIICN-I          ; 4
154.9036;-55.0295;4063; ;   ;   ;10 19 36.8;-55 01 46;191.22;-58.05;  494; 4.57;K3II               ;
155.5823;+41.4995;4069; ; 34;UMa;10 22 19.7;+41 29 58;141.23; 29.00;  250; 3.05;M0III              ;
